f_acidente;d_condicaometereologica
370935;Céu Claro
370937;Sol
370938;Sol
370939;Céu Claro
370940;Sol
370941;Chuva
370942;Chuva
370943;Garoa/Chuvisco
370944;Céu Claro
370946;Nublado
370948;Céu Claro
370949;Nublado
370950;Céu Claro
370952;Sol
370953;Céu Claro
370955;Céu Claro
370957;Céu Claro
370958;Sol
370959;Céu Claro
370961;Céu Claro
370962;Sol
370964;Chuva
370965;Sol
370966;Céu Claro
370967;Chuva
370968;Céu Claro
370969;Céu Claro
370970;Céu Claro
370971;Céu Claro
370972;Sol
370974;Chuva
370975;Céu Claro
370976;Nublado
370977;Céu Claro
370978;Chuva
370979;Ignorado
370981;Céu Claro
370982;Céu Claro
370983;Céu Claro
370984;Céu Claro
370985;Céu Claro
370986;Céu Claro
370987;Garoa/Chuvisco
370988;Céu Claro
370989;Céu Claro
370990;Céu Claro
370991;Céu Claro
370993;Céu Claro
370994;Garoa/Chuvisco
370995;Céu Claro
370996;Céu Claro
370998;Céu Claro
370999;Nublado
371001;Chuva
371002;Céu Claro
371003;Céu Claro
371004;Céu Claro
371005;Céu Claro
371006;Chuva
371007;Céu Claro
371008;Céu Claro
371009;Céu Claro
371010;Céu Claro
371011;Nublado
371012;Nublado
371013;Céu Claro
371014;Nevoeiro/Neblina
371015;Céu Claro
371016;Nublado
371019;Céu Claro
371020;Céu Claro
371022;Céu Claro
371023;Céu Claro
371024;Céu Claro
371025;Céu Claro
371026;Céu Claro
371027;Nublado
371028;Chuva
371029;Céu Claro
371030;Céu Claro
371031;Garoa/Chuvisco
371032;Sol
371033;Céu Claro
371034;Céu Claro
371035;Garoa/Chuvisco
371036;Céu Claro
371037;Céu Claro
371038;Céu Claro
371039;Céu Claro
371041;Céu Claro
371042;Céu Claro
371043;Chuva
371044;Nublado
371045;Céu Claro
371046;Chuva
371049;Céu Claro
371051;Céu Claro
371052;Céu Claro
371053;Céu Claro
371054;Nublado
371055;Chuva
371056;Céu Claro
371057;Céu Claro
371058;Céu Claro
371059;Nublado
371060;Céu Claro
371061;Céu Claro
371063;Chuva
371064;Nevoeiro/Neblina
371065;Céu Claro
371066;Nublado
371067;Nublado
371068;Céu Claro
371069;Chuva
371070;Ignorado
371071;Garoa/Chuvisco
371072;Nublado
371073;Céu Claro
371074;Sol
371075;Céu Claro
371076;Céu Claro
371077;Céu Claro
371078;Nublado
371079;Céu Claro
371080;Garoa/Chuvisco
371081;Céu Claro
371082;Nublado
371083;Garoa/Chuvisco
371084;Céu Claro
371085;Céu Claro
371086;Chuva
371087;Nublado
371088;Céu Claro
371089;Chuva
371090;Céu Claro
371091;Chuva
371092;Nevoeiro/Neblina
371093;Garoa/Chuvisco
371094;Nublado
371095;Céu Claro
371096;Céu Claro
371097;Nublado
371099;Céu Claro
371100;Chuva
371101;Chuva
371102;Nublado
371103;Céu Claro
371104;Céu Claro
371105;Céu Claro
371106;Céu Claro
371107;Céu Claro
371108;Céu Claro
371109;Céu Claro
371110;Céu Claro
371111;Céu Claro
371112;Garoa/Chuvisco
371113;Nublado
371114;Céu Claro
371116;Nublado
371117;Céu Claro
371118;Céu Claro
371119;Nublado
371120;Nublado
371121;Garoa/Chuvisco
371122;Céu Claro
371123;Garoa/Chuvisco
371124;Chuva
371125;Céu Claro
371126;Céu Claro
371127;Nevoeiro/Neblina
371128;Céu Claro
371129;Nublado
371130;Céu Claro
371131;Céu Claro
371132;Céu Claro
371133;Céu Claro
371135;Céu Claro
371136;Garoa/Chuvisco
371137;Nevoeiro/Neblina
371138;Céu Claro
371140;Nublado
371141;Nublado
371142;Céu Claro
371143;Chuva
371144;Céu Claro
371145;Céu Claro
371146;Céu Claro
371147;Céu Claro
371148;Nevoeiro/Neblina
371149;Nevoeiro/Neblina
371150;Nublado
371151;Céu Claro
371152;Sol
371153;Nublado
371154;Sol
371155;Céu Claro
371156;Céu Claro
371157;Nublado
371158;Sol
371159;Chuva
371160;Nublado
371161;Nublado
371163;Sol
371164;Céu Claro
371165;Garoa/Chuvisco
371166;Céu Claro
371167;Céu Claro
371168;Céu Claro
371169;Sol
371170;Céu Claro
371171;Sol
371172;Céu Claro
371173;Nublado
371174;Sol
371175;Céu Claro
371176;Nublado
371177;Céu Claro
371178;Céu Claro
371179;Garoa/Chuvisco
371180;Sol
371181;Céu Claro
371183;Sol
371185;Céu Claro
371186;Chuva
371187;Céu Claro
371188;Céu Claro
371189;Céu Claro
371190;Nublado
371191;Nublado
371192;Nublado
371193;Nublado
371195;Sol
371197;Céu Claro
371198;Céu Claro
371200;Céu Claro
371201;Céu Claro
371202;Céu Claro
371203;Céu Claro
371204;Céu Claro
371205;Nublado
371206;Céu Claro
371207;Nublado
371208;Céu Claro
371209;Nublado
371211;Sol
371212;Céu Claro
371213;Chuva
371214;Céu Claro
371215;Sol
371216;Céu Claro
371217;Nublado
371218;Sol
371219;Céu Claro
371220;Céu Claro
371221;Céu Claro
371222;Céu Claro
371223;Céu Claro
371224;Céu Claro
371225;Céu Claro
371226;Céu Claro
371227;Céu Claro
371228;Céu Claro
371229;Céu Claro
371230;Sol
371231;Céu Claro
371232;Nublado
371233;Sol
371234;Céu Claro
371235;Céu Claro
371237;Céu Claro
371238;Céu Claro
371239;Céu Claro
371240;Céu Claro
371241;Céu Claro
371242;Céu Claro
371243;Céu Claro
371244;Céu Claro
371245;Céu Claro
371246;Céu Claro
371247;Céu Claro
371248;Céu Claro
371249;Céu Claro
371250;Céu Claro
371252;Sol
371253;Nublado
371254;Céu Claro
371255;Céu Claro
371256;Céu Claro
371257;Céu Claro
371258;Céu Claro
371259;Céu Claro
371261;Céu Claro
371262;Céu Claro
371263;Nublado
371264;Céu Claro
371265;Céu Claro
371266;Céu Claro
371267;Céu Claro
371268;Céu Claro
371270;Céu Claro
371271;Céu Claro
371272;Céu Claro
371273;Céu Claro
371274;Céu Claro
371275;Sol
371276;Céu Claro
371277;Nublado
371278;Céu Claro
371279;Neve
371280;Ignorado
371281;Céu Claro
371282;Céu Claro
371283;Nublado
371284;Nublado
371285;Ignorado
371286;Céu Claro
371287;Céu Claro
371288;Céu Claro
371289;Céu Claro
371290;Céu Claro
371291;Céu Claro
371292;Céu Claro
371294;Céu Claro
371296;Ignorado
371297;Céu Claro
371298;Céu Claro
371299;Céu Claro
371300;Chuva
371301;Céu Claro
371302;Céu Claro
371303;Garoa/Chuvisco
371304;Céu Claro
371305;Céu Claro
371306;Céu Claro
371307;Céu Claro
371308;Céu Claro
371309;Céu Claro
371310;Nublado
371311;Céu Claro
371312;Céu Claro
371313;Nublado
371314;Nublado
371316;Céu Claro
371317;Céu Claro
371318;Céu Claro
371319;Céu Claro
371320;Céu Claro
371321;Céu Claro
371322;Céu Claro
371323;Nublado
371324;Céu Claro
371325;Nublado
371326;Nublado
371327;Céu Claro
371328;Garoa/Chuvisco
371329;Céu Claro
371330;Céu Claro
371331;Céu Claro
371332;Céu Claro
371334;Garoa/Chuvisco
371337;Nublado
371338;Nublado
371339;Céu Claro
371340;Céu Claro
371341;Céu Claro
371343;Céu Claro
371344;Céu Claro
371345;Céu Claro
371346;Céu Claro
371347;Céu Claro
371348;Céu Claro
371349;Céu Claro
371350;Céu Claro
371351;Sol
371352;Céu Claro
371354;Céu Claro
371355;Nevoeiro/Neblina
371356;Nublado
371357;Céu Claro
371358;Céu Claro
371359;Céu Claro
371360;Céu Claro
371361;Céu Claro
371362;Céu Claro
371363;Céu Claro
371364;Céu Claro
371365;Céu Claro
371368;Sol
371370;Céu Claro
371371;Nublado
371372;Céu Claro
371373;Nublado
371374;Céu Claro
371375;Céu Claro
371376;Céu Claro
371377;Sol
371378;Sol
371379;Céu Claro
371380;Céu Claro
371381;Nublado
371382;Céu Claro
371383;Céu Claro
371384;Céu Claro
371386;Céu Claro
371387;Céu Claro
371388;Céu Claro
371389;Céu Claro
371390;Céu Claro
371391;Céu Claro
371393;Sol
371394;Céu Claro
371395;Céu Claro
371396;Céu Claro
371397;Céu Claro
371398;Sol
371400;Céu Claro
371401;Céu Claro
371402;Céu Claro
371403;Nublado
371404;Céu Claro
371405;Céu Claro
371406;Céu Claro
371407;Céu Claro
371409;Céu Claro
371411;Céu Claro
371413;Sol
371414;Céu Claro
371415;Sol
371416;Céu Claro
371417;Sol
371418;Sol
371419;Céu Claro
371420;Céu Claro
371421;Céu Claro
371422;Céu Claro
371423;Sol
371424;Sol
371425;Céu Claro
371426;Sol
371427;Céu Claro
371428;Céu Claro
371429;Céu Claro
371430;Céu Claro
371432;Sol
371433;Céu Claro
371434;Céu Claro
371435;Céu Claro
371436;Céu Claro
371437;Sol
371438;Sol
371439;Céu Claro
371440;Sol
371441;Sol
371442;Chuva
371443;Céu Claro
371444;Nublado
371445;Céu Claro
371446;Nublado
371447;Céu Claro
371448;Céu Claro
371449;Céu Claro
371450;Céu Claro
371451;Nublado
371452;Nublado
371453;Céu Claro
371454;Céu Claro
371456;Céu Claro
371457;Céu Claro
371458;Céu Claro
371459;Céu Claro
371460;Céu Claro
371461;Céu Claro
371463;Céu Claro
371464;Céu Claro
371465;Céu Claro
371467;Céu Claro
371469;Céu Claro
371470;Céu Claro
371472;Céu Claro
371473;Céu Claro
371474;Céu Claro
371475;Céu Claro
371476;Céu Claro
371477;Céu Claro
371478;Céu Claro
371479;Céu Claro
371480;Nublado
371481;Nublado
371482;Chuva
371483;Céu Claro
371484;Céu Claro
371485;Céu Claro
371486;Céu Claro
371487;Ignorado
371488;Céu Claro
371489;Céu Claro
371490;Céu Claro
371491;Nublado
371492;Céu Claro
371493;Céu Claro
371495;Nublado
371496;Nublado
371497;Céu Claro
371498;Chuva
371499;Céu Claro
371501;Céu Claro
371502;Nublado
371503;Céu Claro
371504;Céu Claro
371505;Céu Claro
371508;Céu Claro
371509;Céu Claro
371510;Ignorado
371511;Nublado
371512;Céu Claro
371513;Céu Claro
371514;Céu Claro
371515;Céu Claro
371516;Céu Claro
371517;Céu Claro
371518;Céu Claro
371519;Céu Claro
371520;Céu Claro
371521;Céu Claro
371522;Céu Claro
371523;Céu Claro
371524;Céu Claro
371525;Céu Claro
371526;Céu Claro
371527;Ignorado
371528;Céu Claro
371529;Céu Claro
371530;Garoa/Chuvisco
371531;Nublado
371532;Garoa/Chuvisco
371534;Garoa/Chuvisco
371535;Vento
371536;Céu Claro
371537;Céu Claro
371538;Nublado
371539;Céu Claro
371541;Ignorado
371542;Céu Claro
371543;Céu Claro
371544;Céu Claro
371545;Céu Claro
371546;Céu Claro
371547;Nevoeiro/Neblina
371548;Nublado
371549;Céu Claro
371551;Céu Claro
371552;Céu Claro
371553;Céu Claro
371554;Céu Claro
371555;Céu Claro
371556;Sol
371558;Céu Claro
371559;Céu Claro
371560;Céu Claro
371561;Céu Claro
371562;Céu Claro
371564;Sol
371565;Céu Claro
371566;Céu Claro
371567;Céu Claro
371568;Céu Claro
371569;Nublado
371570;Céu Claro
371571;Sol
371572;Céu Claro
371573;Céu Claro
371574;Céu Claro
371575;Sol
371576;Céu Claro
371577;Céu Claro
371578;Chuva
371579;Céu Claro
371580;Sol
371581;Céu Claro
371582;Nublado
371583;Nublado
371584;Céu Claro
371585;Céu Claro
371586;Céu Claro
371587;Céu Claro
371588;Sol
371589;Nublado
371590;Céu Claro
371591;Céu Claro
371592;Céu Claro
371593;Céu Claro
371594;Sol
371595;Céu Claro
371596;Céu Claro
371597;Sol
371598;Céu Claro
371599;Céu Claro
371600;Sol
371601;Céu Claro
371602;Céu Claro
371603;Céu Claro
371604;Céu Claro
371605;Céu Claro
371606;Nublado
371607;Céu Claro
371608;Céu Claro
371609;Céu Claro
371610;Chuva
371611;Chuva
371612;Céu Claro
371613;Sol
371614;Céu Claro
371615;Chuva
371616;Nublado
371617;Céu Claro
371618;Céu Claro
371619;Céu Claro
371621;Sol
371622;Céu Claro
371623;Céu Claro
371624;Céu Claro
371625;Céu Claro
371626;Céu Claro
371627;Nublado
371628;Céu Claro
371629;Garoa/Chuvisco
371630;Céu Claro
371633;Céu Claro
371634;Nublado
371636;Céu Claro
371637;Céu Claro
371638;Céu Claro
371639;Céu Claro
371640;Céu Claro
371641;Céu Claro
371642;Céu Claro
371643;Céu Claro
371644;Céu Claro
371646;Céu Claro
371647;Ignorado
371648;Céu Claro
371649;Céu Claro
371650;Céu Claro
371651;Céu Claro
371652;Céu Claro
371653;Céu Claro
371654;Céu Claro
371655;Nevoeiro/Neblina
371656;Céu Claro
371657;Sol
371658;Céu Claro
371659;Céu Claro
371660;Céu Claro
371661;Céu Claro
371662;Céu Claro
371664;Sol
371666;Céu Claro
371668;Sol
371669;Garoa/Chuvisco
371670;Céu Claro
371671;Chuva
371672;Céu Claro
371673;Céu Claro
371674;Sol
371675;Sol
371676;Céu Claro
371677;Céu Claro
371679;Céu Claro
371680;Céu Claro
371682;Sol
371683;Ignorado
371684;Céu Claro
371685;Céu Claro
371686;Céu Claro
371688;Nublado
371689;Céu Claro
371690;Céu Claro
371691;Céu Claro
371692;Céu Claro
371693;Céu Claro
371694;Céu Claro
371695;Céu Claro
371696;Céu Claro
371698;Céu Claro
371699;Céu Claro
371701;Céu Claro
371702;Céu Claro
371704;Céu Claro
371705;Céu Claro
371706;Céu Claro
371707;Céu Claro
371708;Céu Claro
371709;Nublado
371710;Chuva
371711;Céu Claro
371712;Céu Claro
371713;Céu Claro
371714;Nublado
371715;Nublado
371716;Céu Claro
371717;Céu Claro
371718;Nublado
371719;Céu Claro
371720;Nublado
371721;Céu Claro
371722;Chuva
371723;Céu Claro
371724;Céu Claro
371725;Nublado
371726;Céu Claro
371728;Céu Claro
371729;Nublado
371730;Céu Claro
371731;Nublado
371732;Céu Claro
371733;Céu Claro
371734;Nublado
371735;Céu Claro
371736;Céu Claro
371738;Céu Claro
371739;Céu Claro
371740;Céu Claro
371741;Céu Claro
371744;Céu Claro
371745;Chuva
371746;Céu Claro
371747;Céu Claro
371748;Céu Claro
371749;Sol
371750;Céu Claro
371751;Céu Claro
371753;Céu Claro
371754;Céu Claro
371755;Sol
371756;Céu Claro
371757;Céu Claro
371758;Sol
371759;Nublado
371760;Nevoeiro/Neblina
371761;Chuva
371763;Sol
371764;Céu Claro
371765;Céu Claro
371766;Nublado
371767;Céu Claro
371768;Céu Claro
371769;Céu Claro
371772;Nublado
371773;Céu Claro
371774;Nublado
371775;Céu Claro
371776;Nublado
371777;Sol
371778;Céu Claro
371779;Céu Claro
371780;Céu Claro
371781;Céu Claro
371782;Nublado
371783;Sol
371784;Céu Claro
371785;Chuva
371786;Céu Claro
371787;Nublado
371788;Céu Claro
371789;Céu Claro
371790;Céu Claro
371791;Céu Claro
371792;Nublado
371793;Céu Claro
371794;Céu Claro
371795;Céu Claro
371797;Céu Claro
371798;Céu Claro
371799;Céu Claro
371800;Nublado
371801;Céu Claro
371803;Sol
371804;Céu Claro
371805;Céu Claro
371806;Sol
371807;Céu Claro
371808;Sol
371809;Céu Claro
371810;Sol
371811;Céu Claro
371812;Céu Claro
371813;Céu Claro
371814;Céu Claro
371816;Céu Claro
371818;Céu Claro
371819;Sol
371820;Céu Claro
371821;Sol
371822;Céu Claro
371823;Sol
371824;Céu Claro
371825;Céu Claro
371826;Céu Claro
371827;Sol
371828;Céu Claro
371829;Céu Claro
371830;Céu Claro
371832;Céu Claro
371833;Céu Claro
371834;Céu Claro
371835;Nublado
371836;Céu Claro
371837;Nublado
371838;Céu Claro
371839;Chuva
371840;Céu Claro
371841;Céu Claro
371842;Céu Claro
371843;Sol
371844;Céu Claro
371845;Céu Claro
371846;Céu Claro
371847;Sol
371848;Céu Claro
371849;Céu Claro
371850;Céu Claro
371852;Céu Claro
371853;Céu Claro
371854;Céu Claro
371855;Céu Claro
371856;Chuva
371857;Nublado
371858;Céu Claro
371859;Céu Claro
371861;Céu Claro
371862;Céu Claro
371863;Céu Claro
371864;Céu Claro
371865;Céu Claro
371866;Céu Claro
371867;Céu Claro
371868;Céu Claro
371869;Céu Claro
371870;Céu Claro
371871;Nublado
371873;Céu Claro
371874;Céu Claro
371875;Céu Claro
371876;Céu Claro
371877;Céu Claro
371879;Céu Claro
371880;Nublado
371881;Céu Claro
371882;Céu Claro
371883;Céu Claro
371884;Céu Claro
371885;Céu Claro
371886;Nublado
371887;Céu Claro
371888;Céu Claro
371889;Nublado
371890;Céu Claro
371891;Céu Claro
371892;Céu Claro
371893;Céu Claro
371894;Céu Claro
371895;Céu Claro
371896;Céu Claro
371897;Céu Claro
371898;Chuva
371899;Céu Claro
371901;Céu Claro
371902;Céu Claro
371903;Ignorado
371904;Céu Claro
371905;Céu Claro
371906;Céu Claro
371907;Nublado
371909;Céu Claro
371910;Céu Claro
371911;Ignorado
371912;Nublado
371915;Nevoeiro/Neblina
371916;Céu Claro
371917;Chuva
371918;Céu Claro
371919;Céu Claro
371920;Sol
371921;Ignorado
371922;Céu Claro
371924;Céu Claro
371925;Ignorado
371929;Chuva
371930;Chuva
371931;Céu Claro
371933;Nublado
371934;Céu Claro
371935;Chuva
371936;Céu Claro
371937;Céu Claro
371938;Nublado
371939;Céu Claro
371940;Nublado
371941;Garoa/Chuvisco
371942;Céu Claro
371943;Céu Claro
371944;Nublado
371945;Nublado
371946;Sol
371947;Nevoeiro/Neblina
371948;Céu Claro
371949;Céu Claro
371950;Céu Claro
371951;Céu Claro
371952;Céu Claro
371953;Céu Claro
371954;Céu Claro
371955;Céu Claro
371956;Sol
371957;Céu Claro
371958;Céu Claro
371959;Céu Claro
371960;Céu Claro
371961;Garoa/Chuvisco
371962;Céu Claro
371963;Céu Claro
371964;Céu Claro
371965;Céu Claro
371966;Céu Claro
371967;Céu Claro
371968;Céu Claro
371969;Sol
371970;Sol
371971;Céu Claro
371972;Sol
371973;Céu Claro
371975;Céu Claro
371976;Céu Claro
371977;Céu Claro
371978;Sol
371979;Céu Claro
371980;Garoa/Chuvisco
371981;Céu Claro
371982;Céu Claro
371983;Céu Claro
371984;Sol
371986;Céu Claro
371987;Céu Claro
371988;Céu Claro
371989;Céu Claro
371990;Sol
371992;Nublado
371993;Céu Claro
371994;Céu Claro
371995;Céu Claro
371996;Céu Claro
371997;Nublado
371998;Céu Claro
371999;Céu Claro
372000;Céu Claro
372001;Nublado
372002;Sol
372003;Céu Claro
372004;Sol
372005;Céu Claro
372006;Céu Claro
372007;Céu Claro
372008;Céu Claro
372009;Céu Claro
372010;Chuva
372011;Céu Claro
372012;Céu Claro
372013;Céu Claro
372014;Céu Claro
372015;Céu Claro
372016;Sol
372017;Nublado
372018;Céu Claro
372019;Céu Claro
372020;Céu Claro
372021;Céu Claro
372022;Nublado
372023;Nublado
372024;Céu Claro
372025;Céu Claro
372026;Céu Claro
372027;Céu Claro
372029;Céu Claro
372030;Céu Claro
372031;Céu Claro
372032;Céu Claro
372033;Céu Claro
372035;Céu Claro
372036;Nublado
372037;Céu Claro
372038;Nublado
372040;Nublado
372041;Céu Claro
372042;Céu Claro
372043;Céu Claro
372044;Céu Claro
372045;Nublado
372046;Céu Claro
372047;Céu Claro
372048;Ignorado
372049;Céu Claro
372050;Céu Claro
372052;Céu Claro
372053;Chuva
372054;Céu Claro
372055;Céu Claro
372056;Céu Claro
372057;Nublado
372058;Céu Claro
372059;Céu Claro
372060;Nevoeiro/Neblina
372062;Céu Claro
372063;Céu Claro
372065;Sol
372066;Céu Claro
372067;Céu Claro
372068;Céu Claro
372069;Céu Claro
372070;Céu Claro
372071;Céu Claro
372072;Céu Claro
372073;Céu Claro
372074;Céu Claro
372075;Céu Claro
372076;Céu Claro
372077;Céu Claro
372078;Céu Claro
372079;Céu Claro
372080;Céu Claro
372081;Céu Claro
372083;Céu Claro
372084;Chuva
372085;Céu Claro
372086;Céu Claro
372087;Céu Claro
372088;Céu Claro
372089;Céu Claro
372090;Céu Claro
372091;Céu Claro
372092;Céu Claro
372093;Garoa/Chuvisco
372094;Céu Claro
372096;Céu Claro
372098;Chuva
372099;Nublado
372100;Céu Claro
372101;Céu Claro
372102;Céu Claro
372103;Céu Claro
372104;Céu Claro
372105;Ignorado
372106;Céu Claro
372107;Nublado
372108;Céu Claro
372110;Céu Claro
372111;Céu Claro
372112;Céu Claro
372113;Céu Claro
372114;Céu Claro
372115;Nublado
372116;Céu Claro
372117;Nevoeiro/Neblina
372118;Sol
372120;Céu Claro
372121;Céu Claro
372122;Céu Claro
372123;Céu Claro
372124;Sol
372125;Céu Claro
372126;Céu Claro
372127;Nublado
372128;Céu Claro
372129;Céu Claro
372130;Nublado
372131;Sol
372133;Céu Claro
372134;Sol
372135;Céu Claro
372136;Céu Claro
372137;Céu Claro
372139;Céu Claro
372140;Vento
372142;Sol
372143;Céu Claro
372144;Céu Claro
372145;Céu Claro
372146;Nevoeiro/Neblina
372147;Sol
372148;Céu Claro
372149;Sol
372150;Céu Claro
372151;Sol
372152;Céu Claro
372154;Sol
372155;Céu Claro
372156;Céu Claro
372157;Nublado
372158;Sol
372159;Céu Claro
372160;Céu Claro
372162;Ignorado
372163;Céu Claro
372164;Sol
372165;Céu Claro
372166;Sol
372167;Nublado
372168;Céu Claro
372169;Céu Claro
372170;Céu Claro
372171;Céu Claro
372172;Céu Claro
372173;Céu Claro
372174;Chuva
372175;Céu Claro
372176;Sol
372177;Céu Claro
372179;Nublado
372180;Sol
372181;Céu Claro
372183;Céu Claro
372184;Céu Claro
372185;Céu Claro
372186;Céu Claro
372187;Céu Claro
372188;Sol
372189;Céu Claro
372190;Sol
372191;Nublado
372193;Céu Claro
372194;Céu Claro
372195;Céu Claro
372196;Céu Claro
372197;Céu Claro
372198;Céu Claro
372199;Céu Claro
372200;Nublado
372201;Céu Claro
372202;Céu Claro
372203;Céu Claro
372204;Nublado
372205;Céu Claro
372206;Céu Claro
372207;Céu Claro
372208;Nublado
372209;Céu Claro
372210;Nevoeiro/Neblina
372211;Céu Claro
372212;Céu Claro
372213;Sol
372214;Céu Claro
372215;Céu Claro
372217;Céu Claro
372218;Céu Claro
372220;Chuva
372221;Sol
372223;Céu Claro
372224;Céu Claro
372225;Céu Claro
372226;Céu Claro
372227;Céu Claro
372228;Nublado
372231;Céu Claro
372232;Céu Claro
372233;Céu Claro
372234;Céu Claro
372235;Sol
372236;Céu Claro
372237;Céu Claro
372238;Céu Claro
372239;Céu Claro
372240;Céu Claro
372241;Céu Claro
372242;Céu Claro
372243;Céu Claro
372244;Céu Claro
372245;Céu Claro
372246;Céu Claro
372247;Céu Claro
372248;Céu Claro
372249;Chuva
372250;Céu Claro
372251;Nublado
372253;Céu Claro
372254;Céu Claro
372255;Céu Claro
372256;Céu Claro
372258;Céu Claro
372259;Céu Claro
372260;Céu Claro
372261;Céu Claro
372262;Céu Claro
372263;Céu Claro
372264;Nevoeiro/Neblina
372265;Céu Claro
372266;Céu Claro
372267;Céu Claro
372268;Vento
372269;Céu Claro
372270;Céu Claro
