f_acidente;d_classificacaoacidente
342745;Sem Vítimas
342746;Com Vítimas Feridas
342747;Com Vítimas Feridas
342748;Com Vítimas Feridas
342749;Com Vítimas Feridas
342750;Com Vítimas Feridas
342751;Com Vítimas Feridas
342752;Sem Vítimas
342756;Com Vítimas Feridas
342757;Com Vítimas Feridas
342758;Com Vítimas Feridas
342760;Com Vítimas Feridas
342761;Com Vítimas Feridas
342762;Com Vítimas Feridas
342763;Com Vítimas Feridas
342766;Com Vítimas Feridas
342767;Com Vítimas Feridas
342768;Com Vítimas Feridas
342769;Sem Vítimas
342772;Com Vítimas Feridas
342773;Com Vítimas Feridas
342774;Com Vítimas Fatais
342777;Com Vítimas Feridas
342779;Com Vítimas Feridas
342780;Com Vítimas Feridas
342781;Com Vítimas Feridas
342783;Com Vítimas Fatais
342784;Com Vítimas Feridas
342785;Com Vítimas Feridas
342786;Com Vítimas Fatais
342788;Com Vítimas Feridas
342789;Com Vítimas Feridas
342791;Com Vítimas Feridas
342792;Com Vítimas Fatais
342793;Com Vítimas Feridas
342795;Com Vítimas Feridas
342796;Sem Vítimas
342797;Com Vítimas Feridas
342798;Com Vítimas Feridas
342799;Com Vítimas Feridas
342800;Com Vítimas Feridas
342802;Com Vítimas Feridas
342803;Com Vítimas Feridas
342804;Com Vítimas Feridas
342805;Com Vítimas Feridas
342806;Com Vítimas Feridas
342807;Com Vítimas Fatais
342808;Com Vítimas Feridas
342809;Com Vítimas Feridas
342810;Com Vítimas Feridas
342811;Com Vítimas Feridas
342812;Com Vítimas Feridas
342813;Com Vítimas Feridas
342814;Com Vítimas Feridas
342815;Com Vítimas Feridas
342817;Com Vítimas Feridas
342819;Sem Vítimas
342820;Com Vítimas Feridas
342821;Com Vítimas Feridas
342822;Com Vítimas Feridas
342823;Com Vítimas Feridas
342824;Com Vítimas Fatais
342825;Sem Vítimas
342826;Sem Vítimas
342827;Com Vítimas Feridas
342828;Com Vítimas Feridas
342829;Com Vítimas Feridas
342830;Com Vítimas Feridas
342833;Com Vítimas Feridas
342834;Com Vítimas Feridas
342847;Com Vítimas Feridas
342848;Com Vítimas Feridas
342850;Com Vítimas Feridas
342852;Com Vítimas Feridas
342853;Com Vítimas Feridas
342855;Com Vítimas Feridas
342856;Com Vítimas Feridas
342857;Com Vítimas Feridas
342858;Com Vítimas Feridas
342860;Com Vítimas Feridas
342861;Com Vítimas Feridas
342862;Com Vítimas Feridas
342863;Com Vítimas Feridas
342865;Com Vítimas Feridas
342866;Com Vítimas Feridas
342867;Com Vítimas Feridas
342868;Com Vítimas Feridas
342870;Sem Vítimas
342871;Com Vítimas Feridas
342872;Com Vítimas Feridas
342873;Com Vítimas Feridas
342874;Com Vítimas Feridas
342875;Com Vítimas Feridas
342876;Com Vítimas Feridas
342877;Com Vítimas Feridas
342878;Sem Vítimas
342879;Sem Vítimas
342880;Sem Vítimas
342881;Com Vítimas Feridas
342882;Com Vítimas Feridas
342883;Sem Vítimas
342884;Com Vítimas Fatais
342885;Sem Vítimas
342886;Com Vítimas Feridas
342887;Com Vítimas Feridas
342888;Com Vítimas Feridas
342890;Com Vítimas Feridas
342891;Com Vítimas Feridas
342892;Com Vítimas Fatais
342893;Com Vítimas Feridas
342894;Sem Vítimas
342895;Com Vítimas Feridas
342897;Com Vítimas Feridas
342898;Com Vítimas Feridas
342899;Com Vítimas Feridas
342900;Com Vítimas Feridas
342901;Com Vítimas Feridas
342903;Com Vítimas Feridas
342904;Com Vítimas Feridas
342905;Com Vítimas Feridas
342906;Com Vítimas Feridas
342907;Com Vítimas Fatais
342908;Com Vítimas Feridas
342909;Com Vítimas Feridas
342910;Com Vítimas Feridas
342911;Com Vítimas Feridas
342913;Com Vítimas Feridas
342915;Com Vítimas Feridas
342916;Com Vítimas Feridas
342917;Com Vítimas Feridas
342918;Com Vítimas Feridas
342919;Com Vítimas Feridas
342920;Com Vítimas Feridas
342921;Com Vítimas Feridas
342923;Sem Vítimas
342925;Com Vítimas Feridas
342926;Sem Vítimas
342927;Com Vítimas Feridas
342928;Com Vítimas Fatais
342929;Com Vítimas Feridas
342930;Sem Vítimas
342931;Com Vítimas Feridas
342932;Com Vítimas Feridas
342933;Com Vítimas Feridas
342934;Com Vítimas Feridas
342935;Sem Vítimas
342936;Com Vítimas Feridas
342937;Com Vítimas Feridas
342938;Sem Vítimas
342939;Sem Vítimas
342940;Com Vítimas Feridas
342941;Com Vítimas Fatais
342942;Com Vítimas Feridas
342943;Sem Vítimas
342945;Com Vítimas Feridas
342946;Com Vítimas Fatais
342947;Com Vítimas Fatais
342948;Com Vítimas Feridas
342949;Com Vítimas Feridas
342950;Sem Vítimas
342951;Sem Vítimas
342953;Sem Vítimas
342954;Com Vítimas Feridas
342956;Sem Vítimas
342957;Com Vítimas Feridas
342958;Com Vítimas Feridas
342959;Com Vítimas Fatais
342960;Com Vítimas Feridas
342961;Com Vítimas Feridas
342962;Sem Vítimas
342963;Com Vítimas Feridas
342966;Com Vítimas Feridas
342967;Sem Vítimas
342968;Com Vítimas Feridas
342969;Com Vítimas Feridas
342970;Com Vítimas Feridas
342972;Com Vítimas Feridas
342974;Com Vítimas Feridas
342975;Com Vítimas Feridas
342976;Com Vítimas Feridas
342978;Com Vítimas Feridas
342979;Com Vítimas Feridas
342980;Com Vítimas Feridas
342982;Com Vítimas Feridas
342983;Com Vítimas Feridas
342984;Com Vítimas Feridas
342985;Com Vítimas Fatais
342987;Com Vítimas Feridas
342989;Com Vítimas Feridas
342990;Com Vítimas Feridas
342991;Com Vítimas Feridas
342993;Com Vítimas Feridas
342995;Com Vítimas Feridas
342998;Com Vítimas Feridas
342999;Com Vítimas Feridas
343000;Sem Vítimas
343002;Com Vítimas Fatais
343003;Com Vítimas Feridas
343004;Com Vítimas Feridas
343006;Com Vítimas Feridas
343007;Com Vítimas Feridas
343008;Sem Vítimas
343009;Com Vítimas Feridas
343010;Com Vítimas Feridas
343011;Com Vítimas Feridas
343012;Com Vítimas Feridas
343013;Com Vítimas Feridas
343014;Com Vítimas Feridas
343015;Com Vítimas Feridas
343016;Com Vítimas Feridas
343017;Com Vítimas Feridas
343018;Com Vítimas Feridas
343019;Com Vítimas Feridas
343020;Com Vítimas Feridas
343021;Com Vítimas Feridas
343022;Com Vítimas Feridas
343023;Com Vítimas Feridas
343024;Com Vítimas Feridas
343025;Com Vítimas Feridas
343026;Com Vítimas Feridas
343027;Com Vítimas Feridas
343028;Com Vítimas Feridas
343029;Com Vítimas Feridas
343030;Com Vítimas Feridas
343031;Com Vítimas Feridas
343032;Com Vítimas Feridas
343033;Com Vítimas Feridas
343034;Com Vítimas Feridas
343036;Com Vítimas Feridas
343037;Com Vítimas Feridas
343038;Com Vítimas Feridas
343039;Com Vítimas Feridas
343040;Com Vítimas Feridas
343041;Com Vítimas Feridas
343042;Com Vítimas Feridas
343044;Com Vítimas Feridas
343045;Com Vítimas Feridas
343046;Com Vítimas Feridas
343047;Sem Vítimas
343048;Com Vítimas Feridas
343049;Com Vítimas Feridas
343050;Sem Vítimas
343051;Com Vítimas Feridas
343052;Sem Vítimas
343053;Sem Vítimas
343054;Com Vítimas Feridas
343055;Com Vítimas Fatais
343056;Com Vítimas Feridas
343057;Com Vítimas Fatais
343058;Sem Vítimas
343060;Com Vítimas Feridas
343061;Com Vítimas Feridas
343063;Com Vítimas Fatais
343064;Com Vítimas Feridas
343065;Com Vítimas Feridas
343067;Com Vítimas Feridas
343068;Sem Vítimas
343069;Com Vítimas Feridas
343070;Com Vítimas Feridas
343071;Com Vítimas Feridas
343072;Com Vítimas Feridas
343073;Com Vítimas Feridas
343074;Sem Vítimas
343075;Com Vítimas Feridas
343076;Com Vítimas Feridas
343077;Com Vítimas Fatais
343078;Com Vítimas Feridas
343079;Com Vítimas Feridas
343080;Com Vítimas Feridas
343084;Com Vítimas Feridas
343085;Com Vítimas Feridas
343086;Com Vítimas Feridas
343087;Com Vítimas Feridas
343088;Sem Vítimas
343089;Com Vítimas Feridas
343090;Com Vítimas Feridas
343091;Com Vítimas Feridas
343092;Com Vítimas Feridas
343093;Com Vítimas Feridas
343094;Com Vítimas Feridas
343095;Com Vítimas Feridas
343096;Com Vítimas Feridas
343097;Com Vítimas Feridas
343098;Com Vítimas Feridas
343099;Sem Vítimas
343100;Com Vítimas Feridas
343101;Com Vítimas Feridas
343102;Com Vítimas Feridas
343103;Com Vítimas Feridas
343104;Com Vítimas Feridas
343105;Com Vítimas Feridas
343107;Com Vítimas Feridas
343108;Com Vítimas Feridas
343110;Com Vítimas Feridas
343111;Com Vítimas Feridas
343112;Com Vítimas Feridas
343113;Com Vítimas Feridas
343114;Com Vítimas Feridas
343115;Com Vítimas Feridas
343116;Com Vítimas Feridas
343117;Com Vítimas Feridas
343118;Sem Vítimas
343119;Com Vítimas Feridas
343120;Com Vítimas Feridas
343122;Com Vítimas Feridas
343123;Sem Vítimas
343124;Com Vítimas Feridas
343125;Com Vítimas Feridas
343126;Com Vítimas Feridas
343127;Com Vítimas Feridas
343128;Com Vítimas Feridas
343129;Com Vítimas Feridas
343130;Com Vítimas Feridas
343131;Sem Vítimas
343132;Sem Vítimas
343133;Com Vítimas Feridas
343134;Com Vítimas Feridas
343136;Com Vítimas Feridas
343137;Com Vítimas Feridas
343138;Com Vítimas Feridas
343140;Com Vítimas Feridas
343141;Com Vítimas Fatais
343142;Sem Vítimas
343143;Com Vítimas Feridas
343144;Com Vítimas Feridas
343145;Sem Vítimas
343146;Sem Vítimas
343147;Com Vítimas Feridas
343149;Com Vítimas Feridas
343150;Com Vítimas Feridas
343151;Sem Vítimas
343152;Com Vítimas Feridas
343153;Com Vítimas Feridas
343154;Com Vítimas Feridas
343156;Com Vítimas Feridas
343157;Sem Vítimas
343158;Sem Vítimas
343159;Com Vítimas Feridas
343160;Com Vítimas Feridas
343161;Com Vítimas Feridas
343163;Com Vítimas Feridas
343164;Com Vítimas Feridas
343165;Com Vítimas Fatais
343167;Com Vítimas Fatais
343168;Com Vítimas Fatais
343169;Sem Vítimas
343170;Sem Vítimas
343171;Com Vítimas Feridas
343172;Com Vítimas Feridas
343174;Com Vítimas Feridas
343175;Com Vítimas Fatais
343176;Sem Vítimas
343177;Com Vítimas Feridas
343178;Com Vítimas Feridas
343179;Com Vítimas Feridas
343180;Sem Vítimas
343182;Sem Vítimas
343183;Sem Vítimas
343186;Com Vítimas Feridas
343187;Com Vítimas Feridas
343188;Sem Vítimas
343189;Com Vítimas Fatais
343190;Com Vítimas Feridas
343191;Com Vítimas Fatais
343192;Com Vítimas Feridas
343195;Com Vítimas Feridas
343196;Com Vítimas Feridas
343197;Sem Vítimas
343198;Com Vítimas Feridas
343199;Com Vítimas Feridas
343200;Com Vítimas Feridas
343201;Com Vítimas Feridas
343202;Com Vítimas Feridas
343203;Sem Vítimas
343204;Com Vítimas Feridas
343205;Com Vítimas Feridas
343206;Com Vítimas Feridas
343207;Com Vítimas Feridas
343208;Com Vítimas Feridas
343209;Com Vítimas Feridas
343210;Com Vítimas Fatais
343211;Com Vítimas Feridas
343212;Sem Vítimas
343213;Com Vítimas Feridas
343214;Com Vítimas Feridas
343215;Com Vítimas Feridas
343216;Com Vítimas Feridas
343217;Com Vítimas Feridas
343218;Com Vítimas Feridas
343219;Com Vítimas Feridas
343221;Com Vítimas Feridas
343223;Com Vítimas Feridas
343224;Com Vítimas Feridas
343225;Com Vítimas Fatais
343226;Com Vítimas Feridas
343227;Com Vítimas Feridas
343228;Com Vítimas Feridas
343229;Com Vítimas Feridas
343230;Com Vítimas Feridas
343231;Com Vítimas Feridas
343233;Com Vítimas Feridas
343234;Com Vítimas Feridas
343236;Sem Vítimas
343237;Com Vítimas Feridas
343238;Com Vítimas Feridas
343239;Com Vítimas Feridas
343240;Com Vítimas Feridas
343241;Com Vítimas Feridas
343242;Com Vítimas Feridas
343244;Sem Vítimas
343245;Com Vítimas Feridas
343246;Com Vítimas Feridas
343247;Com Vítimas Feridas
343248;Com Vítimas Feridas
343249;Com Vítimas Feridas
343250;Com Vítimas Feridas
343251;Com Vítimas Feridas
343252;Sem Vítimas
343253;Com Vítimas Feridas
343254;Com Vítimas Feridas
343255;Sem Vítimas
343256;Com Vítimas Feridas
343257;Com Vítimas Fatais
343258;Com Vítimas Feridas
343259;Com Vítimas Feridas
343260;Com Vítimas Feridas
343261;Com Vítimas Feridas
343262;Sem Vítimas
343263;Com Vítimas Feridas
343264;Com Vítimas Feridas
343265;Com Vítimas Feridas
343266;Com Vítimas Feridas
343267;Com Vítimas Feridas
343268;Com Vítimas Feridas
343269;Com Vítimas Feridas
343270;Com Vítimas Feridas
343271;Com Vítimas Feridas
343272;Com Vítimas Feridas
343273;Com Vítimas Feridas
343274;Com Vítimas Feridas
343276;Com Vítimas Feridas
343279;Com Vítimas Feridas
343280;Com Vítimas Feridas
343281;Com Vítimas Feridas
343282;Com Vítimas Feridas
343283;Com Vítimas Feridas
343285;Sem Vítimas
343286;Com Vítimas Feridas
343287;Com Vítimas Fatais
343288;Sem Vítimas
343289;Com Vítimas Feridas
343290;Com Vítimas Feridas
343291;Com Vítimas Feridas
343292;Sem Vítimas
343293;Com Vítimas Feridas
343295;Com Vítimas Feridas
343296;Sem Vítimas
343297;Com Vítimas Feridas
343298;Com Vítimas Feridas
343299;Com Vítimas Feridas
343300;Com Vítimas Feridas
343301;Com Vítimas Feridas
343302;Com Vítimas Feridas
343303;Sem Vítimas
343304;Com Vítimas Feridas
343306;Sem Vítimas
343307;Com Vítimas Feridas
343308;Com Vítimas Feridas
343309;Com Vítimas Feridas
343310;Com Vítimas Feridas
343312;Com Vítimas Fatais
343313;Com Vítimas Feridas
343314;Com Vítimas Feridas
343315;Com Vítimas Feridas
343316;Com Vítimas Feridas
343317;Com Vítimas Feridas
343318;Com Vítimas Feridas
343319;Com Vítimas Feridas
343321;Com Vítimas Feridas
343322;Com Vítimas Feridas
343323;Com Vítimas Feridas
343324;Com Vítimas Feridas
343326;Com Vítimas Feridas
343327;Com Vítimas Feridas
343328;Sem Vítimas
343329;Com Vítimas Feridas
343331;Com Vítimas Feridas
343332;Com Vítimas Feridas
343333;Com Vítimas Feridas
343334;Com Vítimas Feridas
343335;Com Vítimas Feridas
343336;Com Vítimas Feridas
343337;Com Vítimas Feridas
343338;Com Vítimas Feridas
343339;Com Vítimas Fatais
343340;Com Vítimas Fatais
343341;Com Vítimas Feridas
343342;Com Vítimas Feridas
343344;Com Vítimas Feridas
343345;Com Vítimas Feridas
343346;Sem Vítimas
343347;Com Vítimas Feridas
343348;Sem Vítimas
343349;Com Vítimas Feridas
343350;Sem Vítimas
343352;Com Vítimas Fatais
343353;Com Vítimas Feridas
343355;Sem Vítimas
343356;Com Vítimas Feridas
343357;Com Vítimas Feridas
343358;Com Vítimas Feridas
343359;Com Vítimas Feridas
343361;Sem Vítimas
343362;Com Vítimas Feridas
343363;Com Vítimas Fatais
343364;Com Vítimas Feridas
343365;Com Vítimas Feridas
343367;Com Vítimas Feridas
343368;Com Vítimas Feridas
343369;Com Vítimas Feridas
343370;Sem Vítimas
343371;Sem Vítimas
343372;Com Vítimas Feridas
343373;Com Vítimas Feridas
343374;Com Vítimas Feridas
343375;Sem Vítimas
343376;Com Vítimas Feridas
343377;Com Vítimas Feridas
343378;Com Vítimas Feridas
343379;Com Vítimas Fatais
343380;Com Vítimas Feridas
343381;Com Vítimas Feridas
343382;Sem Vítimas
343383;Com Vítimas Fatais
343384;Sem Vítimas
343385;Com Vítimas Feridas
343386;Com Vítimas Feridas
343387;Sem Vítimas
343388;Com Vítimas Feridas
343389;Com Vítimas Fatais
343390;Sem Vítimas
343391;Com Vítimas Fatais
343392;Com Vítimas Feridas
343393;Com Vítimas Feridas
343394;Com Vítimas Feridas
343395;Com Vítimas Feridas
343396;Com Vítimas Feridas
343397;Com Vítimas Feridas
343398;Com Vítimas Feridas
343399;Com Vítimas Fatais
343400;Sem Vítimas
343401;Com Vítimas Feridas
343403;Sem Vítimas
343406;Sem Vítimas
343407;Com Vítimas Feridas
343408;Com Vítimas Feridas
343409;Com Vítimas Feridas
343410;Com Vítimas Fatais
343411;Com Vítimas Feridas
343412;Com Vítimas Feridas
343413;Sem Vítimas
343414;Sem Vítimas
343415;Com Vítimas Feridas
343416;Com Vítimas Feridas
343417;Sem Vítimas
343418;Com Vítimas Feridas
343420;Com Vítimas Feridas
343421;Com Vítimas Feridas
343422;Com Vítimas Feridas
343423;Sem Vítimas
343424;Com Vítimas Feridas
343425;Com Vítimas Feridas
343426;Com Vítimas Feridas
343427;Com Vítimas Feridas
343428;Com Vítimas Feridas
343429;Sem Vítimas
343430;Com Vítimas Feridas
343431;Com Vítimas Feridas
343432;Com Vítimas Feridas
343433;Com Vítimas Feridas
343434;Com Vítimas Feridas
343435;Com Vítimas Feridas
343436;Com Vítimas Feridas
343437;Com Vítimas Feridas
343438;Com Vítimas Feridas
343439;Com Vítimas Feridas
343440;Sem Vítimas
343441;Com Vítimas Feridas
343442;Com Vítimas Feridas
343443;Com Vítimas Fatais
343444;Sem Vítimas
343445;Com Vítimas Feridas
343447;Com Vítimas Fatais
343448;Com Vítimas Feridas
343449;Com Vítimas Feridas
343450;Com Vítimas Feridas
343451;Com Vítimas Feridas
343452;Com Vítimas Feridas
343453;Com Vítimas Fatais
343454;Com Vítimas Feridas
343455;Com Vítimas Feridas
343456;Com Vítimas Feridas
343457;Com Vítimas Feridas
343458;Com Vítimas Feridas
343459;Com Vítimas Feridas
343460;Com Vítimas Feridas
343461;Com Vítimas Feridas
343462;Com Vítimas Fatais
343464;Com Vítimas Feridas
343465;Com Vítimas Feridas
343467;Com Vítimas Fatais
343468;Com Vítimas Feridas
343469;Com Vítimas Feridas
343470;Com Vítimas Feridas
343471;Com Vítimas Feridas
343472;Com Vítimas Feridas
343473;Com Vítimas Feridas
343475;Com Vítimas Feridas
343476;Com Vítimas Feridas
343477;Com Vítimas Feridas
343478;Com Vítimas Feridas
343479;Com Vítimas Feridas
343480;Com Vítimas Feridas
343481;Com Vítimas Feridas
343482;Com Vítimas Feridas
343483;Com Vítimas Feridas
343484;Sem Vítimas
343485;Com Vítimas Feridas
343486;Com Vítimas Feridas
343487;Com Vítimas Feridas
343488;Com Vítimas Feridas
343489;Sem Vítimas
343491;Com Vítimas Fatais
343492;Com Vítimas Feridas
343493;Com Vítimas Feridas
343494;Com Vítimas Feridas
343495;Com Vítimas Feridas
343496;Sem Vítimas
343497;Com Vítimas Feridas
343498;Com Vítimas Feridas
343499;Com Vítimas Feridas
343500;Com Vítimas Feridas
343501;Com Vítimas Feridas
343502;Com Vítimas Feridas
343504;Com Vítimas Feridas
343505;Com Vítimas Feridas
343506;Com Vítimas Fatais
343507;Com Vítimas Feridas
343508;Com Vítimas Feridas
343509;Sem Vítimas
343510;Com Vítimas Feridas
343511;Sem Vítimas
343512;Sem Vítimas
343514;Com Vítimas Feridas
343515;Sem Vítimas
343518;Sem Vítimas
343519;Com Vítimas Feridas
343520;Com Vítimas Feridas
343521;Com Vítimas Feridas
343522;Com Vítimas Feridas
343524;Sem Vítimas
343525;Com Vítimas Fatais
343527;Com Vítimas Feridas
343528;Com Vítimas Feridas
343529;Com Vítimas Feridas
343530;Com Vítimas Feridas
343531;Com Vítimas Feridas
343532;Com Vítimas Fatais
343533;Com Vítimas Feridas
343535;Sem Vítimas
343536;Com Vítimas Feridas
343537;Sem Vítimas
343538;Com Vítimas Feridas
343539;Com Vítimas Feridas
343540;Com Vítimas Feridas
343542;Com Vítimas Feridas
343543;Com Vítimas Fatais
343544;Com Vítimas Fatais
343545;Com Vítimas Feridas
343546;Com Vítimas Feridas
343547;Com Vítimas Feridas
343548;Sem Vítimas
343549;Com Vítimas Feridas
343551;Sem Vítimas
343552;Com Vítimas Feridas
343553;Com Vítimas Feridas
343554;Com Vítimas Feridas
343555;Com Vítimas Fatais
343556;Sem Vítimas
343557;Sem Vítimas
343558;Com Vítimas Feridas
343559;Com Vítimas Feridas
343560;Com Vítimas Feridas
343561;Sem Vítimas
343562;Com Vítimas Feridas
343564;Com Vítimas Feridas
343566;Com Vítimas Fatais
343568;Sem Vítimas
343570;Com Vítimas Fatais
343571;Com Vítimas Fatais
343572;Com Vítimas Fatais
343574;Com Vítimas Fatais
343575;Com Vítimas Feridas
343578;Com Vítimas Feridas
343579;Sem Vítimas
343580;Com Vítimas Fatais
343581;Com Vítimas Feridas
343583;Com Vítimas Feridas
343584;Com Vítimas Feridas
343585;Sem Vítimas
343586;Com Vítimas Feridas
343587;Sem Vítimas
343588;Com Vítimas Feridas
343589;Com Vítimas Fatais
343593;Com Vítimas Feridas
343595;Com Vítimas Feridas
343596;Sem Vítimas
343597;Com Vítimas Feridas
343598;Com Vítimas Feridas
343599;Com Vítimas Feridas
343600;Com Vítimas Feridas
343601;Com Vítimas Feridas
343602;Sem Vítimas
343603;Com Vítimas Feridas
343604;Com Vítimas Feridas
343605;Com Vítimas Feridas
343606;Com Vítimas Feridas
343607;Com Vítimas Feridas
