f_acidente;d_diasemana
371006;sexta-feira
371007;sexta-feira
371008;sexta-feira
371009;sexta-feira
371010;sexta-feira
371011;sexta-feira
371012;sexta-feira
371013;sexta-feira
371014;sexta-feira
371015;sexta-feira
371016;sexta-feira
371019;sexta-feira
371020;sexta-feira
371022;sexta-feira
371023;sexta-feira
371024;sexta-feira
371025;sexta-feira
371026;sexta-feira
371027;sexta-feira
371028;sexta-feira
371029;segunda-feira
371030;sexta-feira
371031;sexta-feira
371032;sexta-feira
371033;sexta-feira
371034;sexta-feira
371035;sexta-feira
371036;sexta-feira
371037;sexta-feira
371038;sexta-feira
371039;sexta-feira
371041;sexta-feira
371042;sexta-feira
371043;sexta-feira
371044;terça-feira
371045;sexta-feira
371046;sexta-feira
371049;sexta-feira
371051;sexta-feira
371052;sexta-feira
371053;sexta-feira
371054;sexta-feira
371055;sexta-feira
371056;sexta-feira
371057;sexta-feira
371058;sexta-feira
371059;sexta-feira
371060;sexta-feira
371061;sexta-feira
371063;sexta-feira
371064;sexta-feira
371065;sexta-feira
371066;quinta-feira
371067;sexta-feira
371068;sexta-feira
371069;sexta-feira
371070;sexta-feira
371071;sexta-feira
371072;sexta-feira
371073;sexta-feira
371074;sexta-feira
371075;sexta-feira
371076;sexta-feira
371077;sexta-feira
371078;sexta-feira
371079;sexta-feira
371080;sexta-feira
371081;sexta-feira
371082;sexta-feira
371083;sexta-feira
371084;sexta-feira
371085;sexta-feira
371086;sexta-feira
371087;sexta-feira
371088;sexta-feira
371089;sexta-feira
371090;sexta-feira
371091;sexta-feira
371092;sexta-feira
371093;sábado
371094;sábado
371095;sexta-feira
371096;sábado
371097;sábado
371099;sexta-feira
371100;sábado
371101;sábado
371102;sábado
371103;sábado
371104;sábado
371105;sábado
371106;sábado
371107;sábado
371108;sábado
371109;sábado
371110;sábado
371111;sábado
371112;sábado
371113;sábado
371114;sábado
371116;sábado
371117;sexta-feira
371118;sábado
371119;sábado
371120;sábado
371121;sábado
371122;sábado
371123;sábado
371124;sábado
371125;sábado
371126;sábado
371127;sábado
371128;sábado
371129;segunda-feira
371130;sexta-feira
371131;sábado
371132;sexta-feira
371133;sábado
371135;sábado
371136;sábado
371137;sábado
371138;sábado
371140;sábado
371141;sábado
371142;sábado
371143;sábado
371144;sábado
371145;sábado
371146;sábado
371147;sábado
371148;sábado
371149;sábado
371150;domingo
371151;quarta-feira
371152;domingo
371153;sábado
371154;sábado
371155;sábado
371156;sábado
371157;sábado
371158;sábado
371159;sábado
371160;sábado
371161;sábado
371163;sábado
371164;sábado
371165;sábado
371166;sábado
371167;sábado
371168;sábado
371169;sábado
371170;sábado
371171;sábado
371172;sábado
371173;sábado
371174;sábado
371175;sábado
371176;sábado
371177;sábado
371178;sábado
371179;sábado
371180;sábado
371181;sábado
371183;sábado
371185;sábado
371186;sábado
371187;sábado
371188;sábado
371189;sábado
371190;sábado
371191;sábado
371192;sábado
371193;sábado
371195;sábado
371197;sábado
371198;sábado
371200;sábado
371201;sábado
371202;sábado
371203;sábado
371204;sábado
371205;sábado
371206;sábado
371207;sábado
371208;sábado
371209;sábado
371211;sábado
371212;sábado
371213;sábado
371214;sábado
371215;sábado
371216;sábado
371217;sábado
371218;sábado
371219;sábado
371220;sábado
371221;sábado
371222;sábado
371223;sábado
371224;sábado
371225;sábado
371226;sábado
371227;sábado
371228;sábado
371229;sábado
371230;sábado
371231;sábado
371232;sábado
371233;sábado
371234;sábado
371235;sábado
371237;sábado
371238;sábado
371239;sábado
371240;sábado
371241;sábado
371242;sábado
371243;sábado
371244;sábado
371245;sábado
371246;sábado
371247;sábado
371248;sábado
371249;sábado
371250;sábado
371252;sábado
371253;sábado
371254;sábado
371255;sábado
371256;sábado
371257;sábado
371258;sábado
371259;sábado
371261;sábado
371262;sábado
371263;sábado
371264;sábado
371265;sábado
371266;sábado
371267;terça-feira
371268;sábado
371270;sábado
371271;sábado
371272;sábado
371273;sábado
371274;sábado
371275;sábado
371276;segunda-feira
371277;sábado
371278;sábado
371279;domingo
371280;sábado
371281;sábado
371282;sábado
371283;sábado
371284;sábado
371285;sábado
371286;sábado
371287;sábado
371288;sábado
371289;sábado
371290;sábado
371291;sábado
371292;sábado
371294;sábado
371296;sábado
371297;sábado
371298;sábado
371299;sábado
371300;sábado
371301;sábado
371302;sábado
371303;sábado
371304;sábado
371305;sábado
371306;sábado
371307;sábado
371308;sábado
371309;sábado
371310;sábado
371311;sábado
371312;sábado
371313;sábado
371314;sábado
371316;sábado
371317;domingo
371318;domingo
371319;sábado
371320;sábado
371321;domingo
371322;sábado
371323;domingo
371324;domingo
371325;domingo
371326;domingo
371327;sábado
371328;domingo
371329;domingo
371330;sábado
371331;domingo
371332;domingo
371334;domingo
371337;domingo
371338;domingo
371339;sábado
371340;domingo
371341;domingo
371343;domingo
371344;domingo
371345;domingo
371346;domingo
371347;domingo
371348;domingo
371349;domingo
371350;domingo
371351;domingo
371352;domingo
371354;domingo
371355;domingo
371356;domingo
371357;domingo
371358;domingo
371359;sábado
371360;domingo
371361;domingo
371362;domingo
371363;domingo
371364;domingo
371365;sábado
371368;domingo
371370;domingo
371371;domingo
371372;domingo
371373;domingo
371374;domingo
371375;segunda-feira
371376;domingo
371377;domingo
371378;domingo
371379;domingo
371380;domingo
371381;domingo
371382;domingo
371383;domingo
371384;domingo
371386;domingo
371387;domingo
371388;domingo
371389;domingo
371390;domingo
371391;domingo
371393;domingo
371394;domingo
371395;domingo
371396;domingo
371397;domingo
371398;domingo
371400;domingo
371401;domingo
371402;domingo
371403;quarta-feira
371404;domingo
371405;domingo
371406;domingo
371407;domingo
371409;domingo
371411;domingo
371413;domingo
371414;domingo
371415;domingo
371416;domingo
371417;domingo
371418;domingo
371419;domingo
371420;domingo
371421;domingo
371422;domingo
371423;domingo
371424;domingo
371425;domingo
371426;domingo
371427;domingo
371428;domingo
371429;domingo
371430;domingo
371432;domingo
371433;domingo
371434;domingo
371435;domingo
371436;domingo
371437;domingo
371438;domingo
371439;domingo
371440;domingo
371441;domingo
371442;domingo
371443;domingo
371444;domingo
371445;domingo
371446;domingo
371447;domingo
371448;domingo
371449;domingo
371450;domingo
371451;domingo
371452;domingo
371453;domingo
371454;domingo
371456;domingo
371457;domingo
371458;domingo
371459;domingo
371460;domingo
371461;domingo
371463;domingo
371464;domingo
371465;domingo
371467;domingo
371469;domingo
371470;domingo
371472;domingo
371473;domingo
371474;domingo
371475;domingo
371476;domingo
371477;domingo
371478;quarta-feira
371479;domingo
371480;domingo
371481;domingo
371482;domingo
371483;domingo
371484;domingo
371485;domingo
371486;domingo
371487;domingo
371488;domingo
371489;domingo
371490;domingo
371491;domingo
371492;domingo
371493;domingo
371495;domingo
371496;domingo
371497;domingo
371498;domingo
371499;domingo
371501;domingo
371502;domingo
371503;domingo
371504;domingo
371505;domingo
371508;domingo
371509;domingo
371510;domingo
371511;domingo
371512;domingo
371513;domingo
371514;domingo
371515;domingo
371516;domingo
371517;domingo
371518;domingo
371519;domingo
371520;domingo
371521;domingo
371522;domingo
371523;domingo
371524;domingo
371525;domingo
371526;domingo
371527;domingo
371528;domingo
371529;domingo
371530;segunda-feira
371531;segunda-feira
371532;segunda-feira
371534;domingo
371535;domingo
371536;domingo
371537;segunda-feira
371538;segunda-feira
371539;segunda-feira
371541;domingo
371542;segunda-feira
371543;segunda-feira
371544;domingo
371545;domingo
371546;segunda-feira
371547;segunda-feira
371548;segunda-feira
371549;segunda-feira
371551;segunda-feira
371552;segunda-feira
371553;segunda-feira
371554;segunda-feira
371555;segunda-feira
371556;segunda-feira
371558;segunda-feira
371559;segunda-feira
371560;segunda-feira
371561;segunda-feira
371562;segunda-feira
371564;segunda-feira
371565;segunda-feira
371566;segunda-feira
371567;segunda-feira
371568;segunda-feira
371569;segunda-feira
371570;segunda-feira
371571;segunda-feira
371572;segunda-feira
371573;segunda-feira
371574;segunda-feira
371575;segunda-feira
371576;segunda-feira
371577;segunda-feira
371578;segunda-feira
371579;segunda-feira
371580;segunda-feira
371581;segunda-feira
371582;terça-feira
371583;segunda-feira
371584;segunda-feira
371585;segunda-feira
371586;segunda-feira
371587;domingo
371588;segunda-feira
371589;quinta-feira
371590;segunda-feira
371591;segunda-feira
371592;segunda-feira
371593;segunda-feira
371594;segunda-feira
371595;quarta-feira
371596;segunda-feira
371597;segunda-feira
371598;sexta-feira
371599;sexta-feira
371600;segunda-feira
371601;segunda-feira
371602;segunda-feira
371603;quinta-feira
371604;segunda-feira
371605;segunda-feira
371606;sábado
371607;terça-feira
371608;segunda-feira
371609;segunda-feira
371610;quarta-feira
371611;segunda-feira
371612;segunda-feira
371613;segunda-feira
371614;segunda-feira
371615;segunda-feira
371616;segunda-feira
371617;segunda-feira
371618;segunda-feira
371619;quarta-feira
371621;segunda-feira
371622;segunda-feira
371623;sábado
371624;sábado
371625;segunda-feira
371626;segunda-feira
371627;segunda-feira
371628;segunda-feira
371629;terça-feira
371630;quinta-feira
371633;segunda-feira
371634;segunda-feira
371636;segunda-feira
371637;segunda-feira
371638;quinta-feira
371639;segunda-feira
371640;segunda-feira
371641;segunda-feira
371642;segunda-feira
371643;segunda-feira
371644;segunda-feira
371646;domingo
371647;segunda-feira
371648;segunda-feira
371649;segunda-feira
371650;sábado
371651;segunda-feira
371652;segunda-feira
371653;segunda-feira
371654;segunda-feira
371655;quinta-feira
371656;segunda-feira
371657;segunda-feira
371658;segunda-feira
371659;sábado
371660;segunda-feira
371661;segunda-feira
371662;sábado
371664;segunda-feira
371666;segunda-feira
371668;segunda-feira
371669;segunda-feira
371670;segunda-feira
371671;segunda-feira
371672;segunda-feira
371673;segunda-feira
371674;segunda-feira
371675;segunda-feira
371676;segunda-feira
371677;segunda-feira
371679;segunda-feira
371680;segunda-feira
371682;segunda-feira
371683;segunda-feira
371684;segunda-feira
371685;segunda-feira
371686;segunda-feira
371688;segunda-feira
371689;segunda-feira
371690;segunda-feira
371691;domingo
371692;segunda-feira
371693;segunda-feira
371694;segunda-feira
371695;segunda-feira
371696;segunda-feira
371698;segunda-feira
371699;segunda-feira
371701;segunda-feira
371702;segunda-feira
371704;segunda-feira
371705;segunda-feira
371706;segunda-feira
371707;segunda-feira
371708;segunda-feira
371709;segunda-feira
371710;segunda-feira
371711;segunda-feira
371712;segunda-feira
371713;segunda-feira
371714;segunda-feira
371715;segunda-feira
371716;domingo
371717;quarta-feira
371718;segunda-feira
371719;segunda-feira
371720;segunda-feira
371721;segunda-feira
371722;segunda-feira
371723;segunda-feira
371724;segunda-feira
371725;segunda-feira
371726;segunda-feira
371728;terça-feira
371729;terça-feira
371730;terça-feira
371731;terça-feira
371732;segunda-feira
371733;terça-feira
371734;terça-feira
371735;terça-feira
371736;terça-feira
371738;terça-feira
371739;terça-feira
371740;terça-feira
371741;terça-feira
371744;terça-feira
371745;terça-feira
371746;terça-feira
371747;terça-feira
371748;terça-feira
371749;terça-feira
371750;sexta-feira
371751;terça-feira
371753;segunda-feira
371754;terça-feira
371755;quarta-feira
371756;terça-feira
371757;terça-feira
371758;terça-feira
371759;terça-feira
371760;quinta-feira
371761;terça-feira
371763;terça-feira
371764;terça-feira
371765;terça-feira
371766;terça-feira
371767;terça-feira
371768;sábado
371769;terça-feira
371772;sexta-feira
371773;quarta-feira
371774;sexta-feira
371775;terça-feira
371776;terça-feira
371777;terça-feira
371778;terça-feira
371779;terça-feira
371780;quinta-feira
371781;terça-feira
371782;segunda-feira
371783;terça-feira
371784;sábado
371785;sábado
371786;terça-feira
371787;terça-feira
371788;terça-feira
371789;terça-feira
371790;terça-feira
371791;sexta-feira
371792;sexta-feira
371793;sexta-feira
371794;terça-feira
371795;terça-feira
371797;terça-feira
371798;terça-feira
371799;terça-feira
371800;terça-feira
371801;terça-feira
371803;terça-feira
371804;terça-feira
371805;terça-feira
371806;terça-feira
371807;terça-feira
371808;terça-feira
371809;terça-feira
371810;sexta-feira
371811;terça-feira
371812;terça-feira
371813;terça-feira
371814;terça-feira
371816;terça-feira
371818;terça-feira
371819;terça-feira
371820;terça-feira
371821;terça-feira
371822;terça-feira
371823;terça-feira
371824;terça-feira
371825;terça-feira
371826;terça-feira
371827;terça-feira
371828;terça-feira
371829;terça-feira
371830;terça-feira
371832;terça-feira
371833;terça-feira
371834;terça-feira
371835;terça-feira
371836;terça-feira
371837;terça-feira
371838;segunda-feira
371839;terça-feira
371840;domingo
371841;terça-feira
371842;terça-feira
371843;terça-feira
371844;terça-feira
371845;terça-feira
371846;terça-feira
371847;terça-feira
371848;terça-feira
371849;terça-feira
371850;terça-feira
371852;terça-feira
371853;terça-feira
371854;terça-feira
371855;terça-feira
371856;terça-feira
371857;terça-feira
371858;terça-feira
371859;terça-feira
371861;terça-feira
371862;terça-feira
371863;terça-feira
371864;terça-feira
371865;terça-feira
371866;terça-feira
371867;terça-feira
371868;terça-feira
371869;terça-feira
371870;terça-feira
371871;terça-feira
371873;terça-feira
371874;terça-feira
371875;terça-feira
371876;terça-feira
371877;terça-feira
371879;terça-feira
371880;terça-feira
371881;terça-feira
371882;terça-feira
371883;terça-feira
371884;quarta-feira
371885;terça-feira
371886;terça-feira
371887;terça-feira
371888;terça-feira
371889;terça-feira
371890;terça-feira
371891;terça-feira
371892;terça-feira
371893;sexta-feira
371894;terça-feira
371895;terça-feira
371896;terça-feira
371897;terça-feira
371898;terça-feira
371899;terça-feira
371901;terça-feira
371902;terça-feira
371903;terça-feira
371904;terça-feira
371905;quarta-feira
371906;terça-feira
371907;terça-feira
371909;quinta-feira
371910;terça-feira
371911;quarta-feira
371912;quarta-feira
371915;quarta-feira
371916;terça-feira
371917;terça-feira
371918;quarta-feira
371919;terça-feira
371920;quarta-feira
371921;quarta-feira
371922;quinta-feira
371924;quarta-feira
371925;quarta-feira
371929;quarta-feira
371930;quarta-feira
371931;quarta-feira
371933;terça-feira
371934;quarta-feira
371935;quarta-feira
371936;quarta-feira
371937;quarta-feira
371938;quarta-feira
371939;quarta-feira
371940;quarta-feira
371941;quarta-feira
371942;quarta-feira
371943;terça-feira
371944;quarta-feira
371945;quarta-feira
371946;quarta-feira
371947;quarta-feira
371948;quarta-feira
371949;sexta-feira
371950;segunda-feira
371951;quarta-feira
371952;quarta-feira
371953;quarta-feira
371954;quarta-feira
371955;quarta-feira
371956;quarta-feira
371957;quarta-feira
371958;quarta-feira
371959;quarta-feira
371960;quarta-feira
371961;quarta-feira
371962;quarta-feira
371963;quarta-feira
371964;quarta-feira
371965;quarta-feira
371966;terça-feira
371967;quarta-feira
371968;quarta-feira
371969;quarta-feira
371970;quarta-feira
371971;terça-feira
371972;quarta-feira
371973;quarta-feira
371975;quarta-feira
371976;quarta-feira
371977;segunda-feira
371978;quarta-feira
371979;quarta-feira
371980;quarta-feira
371981;quarta-feira
371982;domingo
371983;quarta-feira
371984;quarta-feira
371986;quarta-feira
371987;quarta-feira
371988;quarta-feira
371989;quarta-feira
371990;quarta-feira
371992;quinta-feira
371993;quarta-feira
371994;quinta-feira
371995;quarta-feira
371996;quarta-feira
371997;quarta-feira
371998;quarta-feira
371999;sábado
372000;quarta-feira
372001;quarta-feira
372002;quarta-feira
372003;quarta-feira
372004;terça-feira
372005;quarta-feira
372006;quarta-feira
372007;terça-feira
372008;quarta-feira
372009;quarta-feira
372010;quarta-feira
372011;quarta-feira
372012;quarta-feira
372013;quarta-feira
372014;quarta-feira
372015;quarta-feira
372016;sábado
372017;quarta-feira
372018;quarta-feira
372019;quarta-feira
